,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Pub_prod,Dev_prod,Developer_id,Publisher_id,Pub_score,Dev_score
4022,Bleach: Soul Resurreccion,PS3,2011.0,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,58.0,34.0,7.2,46.0,Racjin,T,106,13,544,80,68.06557377049181,62.38461538461539
4023,The Matrix: Path of Neo,PS2,2005.0,Action,Atari,0.41,0.01,0.0,0.07,0.49,69.0,42.0,7.9,42.0,Shiny Entertainment,T,367,10,107,21,65.81308411214954,52.2
4024,Dragon Ball Z: Supersonic Warriors 2,DS,2005.0,Fighting,Atari,0.13,0.02,0.32,0.02,0.49,66.0,13.0,7.6,28.0,Arc System Works,E10+,367,46,461,21,65.81308411214954,76.375
4025,Sonic Lost World,3DS,2013.0,Platform,Sega,0.24,0.14,0.07,0.03,0.49,59.0,34.0,6.5,144.0,Dimps Corporation,E10+,638,26,113,25,69.74608150470219,66.17391304347827
4026,WWE Wrestlemania X8,GC,2002.0,Fighting,THQ,0.38,0.1,0.0,0.01,0.49,64.0,25.0,6.9,20.0,Yuke's,T,715,59,149,26,66.74567901234568,72.52
4027,Boogie,Wii,2007.0,Misc,Electronic Arts,0.43,0.03,0.0,0.04,0.49,57.0,37.0,5.3,54.0,EA Montreal,E10+,1356,10,244,7,74.50535540408958,70.0
4029,Power Rangers: Dino Thunder,GBA,2003.0,Action,THQ,0.35,0.13,0.0,0.01,0.49,49.0,5.0,,,Natsume,E,715,22,460,26,66.74567901234568,57.625
4030,GoldenEye: Rogue Agent,XB,2004.0,Shooter,Electronic Arts,0.34,0.13,0.0,0.02,0.49,61.0,55.0,7.2,20.0,EA LA,T,1356,16,35,7,74.50535540408958,73.6875
4031,Fire Emblem: Radiant Dawn,Wii,2007.0,Strategy,Nintendo,0.27,0.03,0.17,0.03,0.49,78.0,36.0,8.7,180.0,Intelligent Systems,E10+,706,19,53,0,75.52580645161291,84.21052631578948
4032,The Sims,GC,2003.0,Simulation,Electronic Arts,0.35,0.13,0.0,0.01,0.49,85.0,16.0,7.7,22.0,Edge of Reality,T,1356,17,136,7,74.50535540408958,66.1875
4033,Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.2,0.21,0.0,0.08,0.49,81.0,29.0,7.7,111.0,PopCap,E10+,1356,26,340,7,74.50535540408958,77.6842105263158
4034,Grandia III,PS2,2005.0,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49,77.0,38.0,8.3,53.0,Game Arts,T,234,15,8,11,74.30434782608695,76.35714285714286
4035,Ace Combat: Assault Horizon,X360,2011.0,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,78.0,71.0,6.2,82.0,Project Aces,T,939,6,368,22,66.44802867383513,75.33333333333333
4038,Scarface: The World is Yours,XB,2006.0,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.49,76.0,41.0,8.4,46.0,Radical Entertainment,M,164,38,290,23,66.9051094890511,67.55263157894737
4039,Resident Evil: The Mercenaries 3D,3DS,2011.0,Action,Capcom,0.16,0.16,0.13,0.03,0.49,65.0,69.0,6.4,110.0,Capcom,M,386,139,46,16,71.65581395348838,74.44360902255639
4042,Star Wars Battlefront: Elite Squadron,DS,2009.0,Shooter,LucasArts,0.42,0.03,0.0,0.04,0.49,61.0,12.0,5,8.0,n-Space,E10+,90,19,350,14,70.14864864864865,60.86666666666667
4046,SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006.0,Platform,THQ,0.45,0.0,0.0,0.04,0.49,56.0,7.0,7.3,4.0,WayForward,E,715,40,592,26,66.74567901234568,64.31818181818181
4051,Pokemon Art Academy ,3DS,2014.0,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,76.0,22.0,7.7,19.0,Headstrong Games,E,706,7,152,0,75.52580645161291,73.5
4055,Medal of Honor,PC,2010.0,Shooter,Electronic Arts,0.2,0.23,0.0,0.06,0.49,72.0,26.0,6.4,516.0,"Dice, Danger Close",M,1356,2,147,7,74.50535540408958,73.0
4056,Asphalt 3D,3DS,2011.0,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,43.0,37.0,4.4,24.0,Gameloft,E10+,933,9,526,5,68.51433691756273,55.166666666666664
4058,Crazy Taxi,GC,2001.0,Racing,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49,69.0,20.0,7.5,21.0,Acclaim,T,186,32,289,28,66.09302325581395,62.84375
4059,Dragon Ball Z: Burst Limit,X360,2008.0,Fighting,Atari,0.24,0.18,0.03,0.05,0.49,72.0,50.0,7.6,41.0,"Dimps Corporation, Namco Bandai Games",T,367,2,421,21,65.81308411214954,71.5
4060,Spy Hunter 2,PS2,2003.0,Racing,Midway Games,0.24,0.19,0.0,0.06,0.49,57.0,30.0,6.4,8.0,Angel Studios,T,198,3,145,29,67.20979020979021,61.666666666666664
4061,Pac-Man World 2,XB,2002.0,Action,Namco Bandai Games,0.36,0.11,0.0,0.02,0.49,66.0,7.0,tbd,,Namco,E,939,64,31,22,66.44802867383513,75.9375
4064,Sniper: Art of Victory,PC,2008.0,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49,36.0,7.0,3.6,16.0,City Interactive,M,19,18,325,53,52.166666666666664,53.0
4065,Tales of Legendia,PS2,2005.0,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,72.0,37.0,7.7,38.0,Namco,T,939,64,31,22,66.44802867383513,75.9375
4067,FIFA Soccer 09,DS,2008.0,Sports,Electronic Arts,0.12,0.31,0.0,0.06,0.49,84.0,5.0,6.1,31.0,EA Canada,E,1356,167,34,7,74.50535540408958,76.15094339622641
4068,Steel Diver,3DS,2011.0,Action,Nintendo,0.31,0.09,0.05,0.03,0.49,58.0,55.0,6.3,29.0,Nintendo,E10+,706,72,0,0,75.52580645161291,79.52777777777777
4069,Bravely Second: End Layer,3DS,2015.0,Role-Playing,Nintendo,0.17,0.1,0.18,0.03,0.49,81.0,70.0,7.4,103.0,Silicon Studio,T,706,2,539,0,75.52580645161291,79.0
4070,Alone in the Dark,X360,2008.0,Adventure,Atari,0.14,0.3,0.0,0.05,0.48,58.0,53.0,5.7,162.0,Eden Studios,M,367,9,446,21,65.81308411214954,72.0
4073,Shrek the Third,PS2,2007.0,Action,Activision,0.4,0.02,0.0,0.07,0.48,56.0,18.0,6.1,9.0,Amaze Entertainment,E10+,985,27,178,4,69.66783831282953,60.083333333333336
4075,Need for Speed: Porsche Unleashed,GBA,2004.0,Racing,Zoo Digital Publishing,0.35,0.13,0.0,0.01,0.48,62.0,4.0,7.8,8.0,Pocketeers,E,104,3,593,52,51.5531914893617,70.33333333333333
4077,Far Cry 2,PC,2008.0,Action,Ubisoft,0.01,0.45,0.0,0.03,0.48,85.0,34.0,5.8,1345.0,Ubisoft Montreal,M,933,101,50,5,68.51433691756273,74.59574468085107
4078,NFL Street 2,XB,2004.0,Sports,Electronic Arts,0.36,0.11,0.0,0.02,0.48,78.0,44.0,6.5,11.0,EA Tiburon,E,1356,108,55,7,74.50535540408958,76.36559139784946
4082,Rock Band Unplugged,PSP,2009.0,Misc,MTV Games,0.24,0.14,0.0,0.1,0.48,79.0,50.0,8.6,31.0,"Harmonix Music Systems, Backbone Entertainment",T,41,1,594,24,80.52631578947368,79.0
4086,Skylanders: SuperChargers,WiiU,2015.0,Action,Activision,0.25,0.19,0.0,0.04,0.48,87.0,13.0,5.6,65.0,Vicarious Visions,E10+,985,76,65,4,69.66783831282953,73.22388059701493
4088,You're in the Movies,X360,2008.0,Misc,Microsoft Game Studios,0.27,0.17,0.0,0.05,0.48,55.0,21.0,5.5,20.0,Zoe Mode,E,191,15,595,1,76.10884353741497,63.5
4090,Scene It? Lights Camera Action,X360,2007.0,Misc,Microsoft Game Studios,0.43,0.01,0.0,0.04,0.48,73.0,41.0,8.1,21.0,"Screenlife Games, WXP",T,191,1,596,1,76.10884353741497,73.0
4091,MotorStorm: Apocalypse,PS3,2011.0,Racing,Sony Computer Entertainment,0.21,0.19,0.0,0.08,0.48,77.0,74.0,7.7,155.0,Evolution Studios,T,687,6,81,3,74.0028653295129,76.5
4092,Dark Sector,X360,2008.0,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48,72.0,71.0,7.5,147.0,Digital Extremes,M,184,9,458,48,61.170212765957444,76.55555555555556
4094,Tiger Woods PGA Tour 07,X360,2006.0,Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48,80.0,44.0,7.9,21.0,EA Redwood Shores,E,1356,22,94,7,74.50535540408958,76.63636363636364
4095,Plants vs. Zombies: Garden Warfare 2,XOne,2016.0,Shooter,Electronic Arts,0.29,0.15,0.0,0.04,0.48,80.0,64.0,8.1,79.0,PopCap,E10+,1356,26,340,7,74.50535540408958,77.6842105263158
4096,Mario Golf: World Tour,3DS,2014.0,Sports,Nintendo,0.15,0.13,0.17,0.03,0.48,78.0,73.0,8.2,76.0,Camelot Software Planning,E,706,10,215,0,75.52580645161291,81.0
4097,Secret Weapons Over Normandy,PS2,2003.0,Simulation,LucasArts,0.24,0.18,0.0,0.06,0.48,81.0,26.0,8.2,19.0,Totally Games,T,90,4,597,14,70.14864864864865,64.25
4102,Crash of the Titans,DS,2007.0,Action,Vivendi Games,0.42,0.02,0.0,0.04,0.48,73.0,8.0,5.9,10.0,Amaze Entertainment,E,164,27,178,23,66.9051094890511,60.083333333333336
4105,Lollipop Chainsaw,X360,2012.0,Action,Warner Bros. Interactive Entertainment,0.31,0.12,0.02,0.04,0.48,70.0,64.0,7,260.0,Grasshopper Manufacture,M,235,14,498,17,69.67320261437908,72.46153846153847
4108,The Saboteur,PS3,2009.0,Action,Electronic Arts,0.2,0.21,0.0,0.07,0.48,72.0,54.0,8.1,118.0,Pandemic Studios,M,1356,21,90,7,74.50535540408958,71.65
4109,Metal Gear Rising: Revengeance,X360,2013.0,Action,Konami Digital Entertainment,0.3,0.14,0.0,0.04,0.48,82.0,46.0,7.8,358.0,PlatinumGames,M,834,21,270,10,68.34451219512195,75.47058823529412
4111,Theme Park Roller Coaster,PS2,2000.0,Strategy,Electronic Arts,0.23,0.18,0.0,0.06,0.48,82.0,11.0,7.9,17.0,Bullfrog Productions,E,1356,5,598,7,74.50535540408958,83.0
4117,NHL 16,XOne,2015.0,Sports,Electronic Arts,0.38,0.05,0.0,0.05,0.48,80.0,18.0,6,81.0,"EA Sports, EA Canada",E10+,1356,2,513,7,74.50535540408958,79.0
4118,Midnight Club: Street Racing,GBA,2001.0,Racing,Rebellion,0.34,0.13,0.0,0.01,0.48,50.0,5.0,5.3,6.0,Angel Studios,E,2,3,145,99,45.5,61.666666666666664
4119,Tiger Woods PGA Tour 06,XB,2005.0,Sports,Electronic Arts,0.35,0.11,0.0,0.02,0.48,81.0,30.0,5.1,11.0,EA Sports,E,1356,172,17,7,74.50535540408958,80.37908496732027
4120,Fortune Street,Wii,2011.0,Misc,Nintendo,0.25,0.03,0.17,0.02,0.48,68.0,42.0,7.5,24.0,Marvelous AQL,E,706,3,402,0,75.52580645161291,72.66666666666667
4121,FIFA World Cup Germany 2006,X360,2006.0,Sports,Electronic Arts,0.19,0.27,0.01,0.0,0.48,72.0,49.0,6.6,33.0,EA Canada,E,1356,167,34,7,74.50535540408958,76.15094339622641
4125,World of Outlaws: Sprint Cars 2002,PS2,2002.0,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48,80.0,10.0,9.1,10.0,Ratbag,E,61,4,599,92,66.07317073170732,60.333333333333336
4126,Children of Mana,DS,2006.0,Role-Playing,Nintendo,0.16,0.01,0.29,0.01,0.48,65.0,34.0,6,21.0,Nex Entertainment,E10+,706,6,318,0,75.52580645161291,65.5
4128,Fantavision,PS2,2000.0,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47,72.0,18.0,6.3,9.0,SCEJ,E,687,3,600,3,74.0028653295129,69.33333333333333
4133,X-Men: Next Dimension,PS2,2002.0,Fighting,Activision,0.23,0.18,0.0,0.06,0.47,61.0,19.0,8.7,13.0,Paradox Development,T,985,8,464,4,69.66783831282953,51.125
4136,Dynasty Warriors Gundam,PS3,2007.0,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.47,60.0,29.0,6.9,16.0,"Koei, Omega Force",T,348,7,471,33,65.56551724137931,54.142857142857146
4137,Doom 3 BFG Edition,X360,2012.0,Shooter,Bethesda Softworks,0.28,0.15,0.0,0.04,0.47,67.0,30.0,6.5,132.0,id Software,M,76,8,245,6,72.01923076923077,75.75
4138,Alice in Wonderland,DS,2010.0,Adventure,Disney Interactive Studios,0.25,0.17,0.0,0.04,0.47,78.0,24.0,tbd,,Etranges Libellules,E10+,218,10,541,27,64.46601941747574,61.888888888888886
4139,Spider-Man 3,Wii,2007.0,Platform,Activision,0.42,0.02,0.0,0.04,0.47,53.0,39.0,5.3,29.0,Vicarious Visions,T,985,76,65,4,69.66783831282953,73.22388059701493
4141,Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.38,0.04,0.0,0.05,0.47,79.0,27.0,6.4,54.0,Harmonix Music Systems,T,2,56,56,100,78.5,81.63157894736842
4143,James Bond 007: Blood Stone,X360,2010.0,Shooter,Activision,0.2,0.23,0.0,0.05,0.47,62.0,66.0,7.1,63.0,Bizarre Creations,T,985,11,179,4,69.66783831282953,73.1
4145,Street Fighter X Tekken,X360,2012.0,Fighting,Capcom,0.31,0.1,0.03,0.04,0.47,83.0,45.0,4.4,177.0,Capcom,T,386,139,46,16,71.65581395348838,74.44360902255639
4146,Dark Sector,PS3,2008.0,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47,72.0,47.0,7.6,70.0,Digital Extremes,M,184,9,458,48,61.170212765957444,76.55555555555556
4147,ICO,PS2,2001.0,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47,90.0,59.0,8.8,328.0,SCE Japan Studio,T,687,17,222,3,74.0028653295129,77.11764705882354
4148,World of Warcraft: Warlords of Draenor,PC,2014.0,Action,Activision Blizzard,0.08,0.36,0.0,0.03,0.47,87.0,49.0,5.9,1154.0,Blizzard Entertainment,T,1,21,39,101,87.0,89.2
4149,Ford Racing Off Road,Wii,2008.0,Racing,Xplosiv,0.06,0.39,0.0,0.01,0.47,37.0,5.0,6.3,4.0,Razorworks,E,10,4,601,102,51.666666666666664,51.75
4152,Unreal Tournament III,X360,2008.0,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47,82.0,47.0,7.6,95.0,Epic Games,M,198,12,36,29,67.20979020979021,86.36363636363636
4153,FIFA Soccer 13,WiiU,2012.0,Action,Electronic Arts,0.17,0.27,0.0,0.04,0.47,69.0,28.0,6.2,49.0,Electronic Arts,E,1356,104,21,7,74.50535540408958,73.41891891891892
4154,Victorious Boxers: Ippo's Road to Glory,PS2,2000.0,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,75.0,15.0,8,10.0,New,T,53,1,602,54,61.829268292682926,75.0
4156,Valkyrie Profile 2: Silmeria,PS2,2006.0,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47,84.0,45.0,9,59.0,Tri-Ace,T,234,11,225,11,74.30434782608695,75.18181818181819
4157,Pinball Hall of Fame: The Williams Collection,Wii,2008.0,Misc,System 3 Arcade Software,0.41,0.03,0.0,0.04,0.47,82.0,16.0,8.8,36.0,Farsight Studios,E10+,14,14,232,103,68.5,62.111111111111114
4158,Hot Wheels Velocity X,PS2,2002.0,Racing,THQ,0.23,0.18,0.0,0.06,0.47,54.0,7.0,7.1,16.0,Beyond Games,E,715,2,603,26,66.74567901234568,54.5
4159,MySims Racing,Wii,2009.0,Racing,Electronic Arts,0.19,0.23,0.0,0.05,0.47,68.0,22.0,7.4,5.0,EA Games,E,1356,26,104,7,74.50535540408958,67.23076923076923
4160,Clash of Elementalists,DS,2010.0,Action,Level 5,0.0,0.0,0.47,0.0,0.47,34.0,4.0,tbd,,Teyon,T,27,4,604,74,56.5,36.5
4161,F.E.A.R. 2: Project Origin,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.19,0.2,0.01,0.08,0.47,79.0,48.0,7.9,98.0,Monolith Productions,M,235,10,120,17,69.67320261437908,80.0
4162,The Sims 2: Pets,Wii,2007.0,Simulation,Electronic Arts,0.41,0.02,0.0,0.04,0.47,65.0,15.0,7.3,4.0,Maxis,T,1356,49,86,7,74.50535540408958,74.45238095238095
4163,L.A. Rush,PS2,2005.0,Racing,Midway Games,0.23,0.18,0.0,0.06,0.47,58.0,31.0,8,10.0,Midway,T,198,60,155,29,67.20979020979021,68.55172413793103
4169,Crash: Mind Over Mutant,X360,2008.0,Platform,Vivendi Games,0.22,0.2,0.0,0.05,0.47,60.0,42.0,6.5,23.0,Radical Entertainment,E10+,164,38,290,23,66.9051094890511,67.55263157894737
4170,Viva Pinata: Trouble in Paradise,X360,2008.0,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.47,82.0,64.0,7.9,61.0,Rare Ltd.,E,191,16,41,1,76.10884353741497,76.625
4171,Epic Mickey 2: The Power of Two,PS3,2012.0,Action,Disney Interactive Studios,0.21,0.18,0.0,0.08,0.47,59.0,36.0,4.3,24.0,Blitz Games Studios,E,218,9,406,27,64.46601941747574,62.125
4173,NBA Ballers: Phenom,PS2,2006.0,Sports,Midway Games,0.23,0.18,0.0,0.06,0.47,69.0,19.0,8.5,8.0,Midway,E,198,60,155,29,67.20979020979021,68.55172413793103
4175,Need for Speed Carbon,XB,2006.0,Racing,Electronic Arts,0.35,0.1,0.0,0.02,0.47,74.0,19.0,7.4,11.0,EA Canada,E10+,1356,167,34,7,74.50535540408958,76.15094339622641
4176,Shadowrun,X360,2007.0,Role-Playing,Microsoft Game Studios,0.41,0.02,0.0,0.04,0.47,66.0,57.0,7.5,156.0,FASA Studio,M,191,2,410,1,76.10884353741497,77.0
4177,Crazy Taxi: Fare Wars,PSP,2007.0,Racing,Sega,0.1,0.22,0.02,0.12,0.47,64.0,25.0,7.1,18.0,Sega,E10+,638,38,173,25,69.74608150470219,69.86111111111111
4179,"Warhammer 40,000: Dawn of War II",PC,2009.0,Strategy,THQ,0.0,0.45,0.0,0.02,0.47,85.0,67.0,8.1,1502.0,Relic,M,715,14,542,26,66.74567901234568,79.92857142857143
4181,Emergency Heroes,Wii,2008.0,Racing,Ubisoft,0.14,0.27,0.0,0.05,0.47,41.0,12.0,4.2,15.0,"Ubisoft Barcelona, Ubisoft Reflections",E10+,933,1,605,5,68.51433691756273,41.0
4183,FlingSmash,Wii,2010.0,Action,Nintendo,0.37,0.01,0.07,0.02,0.47,48.0,26.0,6.8,13.0,Artoon,E,706,7,138,0,75.52580645161291,55.57142857142857
4186,Downhill Domination,PS2,2003.0,Racing,Codemasters,0.23,0.18,0.0,0.06,0.47,79.0,40.0,8.9,32.0,Incognito Inc.,T,150,6,272,43,70.94214876033058,77.33333333333333
4187,Dead Space Extraction,Wii,2009.0,Shooter,Electronic Arts,0.32,0.1,0.01,0.04,0.47,82.0,76.0,8.1,82.0,"Eurocom Entertainment Software, Visceral Games",M,1356,1,606,7,74.50535540408958,82.0
4188,Pirates of the Caribbean: Dead Man's Chest,GBA,2006.0,Adventure,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.47,70.0,8.0,5.6,5.0,Amaze Entertainment,E10+,218,27,178,27,64.46601941747574,60.083333333333336
4189,Silent Hill: Shattered Memories,Wii,2009.0,Action,Konami Digital Entertainment,0.22,0.19,0.01,0.05,0.47,79.0,56.0,8,226.0,"Climax Group, Climax Studios",M,834,9,577,10,68.34451219512195,75.0
4190,Active Life: Extreme Challenge,Wii,2009.0,Sports,Namco Bandai Games,0.14,0.27,0.0,0.06,0.47,56.0,13.0,tbd,,TOSE,E,939,41,88,22,66.44802867383513,70.28205128205128
4192,Spider-Man: Friend or Foe,DS,2007.0,Action,Activision,0.43,0.0,0.0,0.04,0.47,55.0,12.0,tbd,,Artificial Mind and Movement,E10+,985,61,426,4,69.66783831282953,57.31481481481482
4193,World Series of Poker,PS2,2005.0,Misc,Activision,0.39,0.01,0.0,0.06,0.47,46.0,15.0,8.2,20.0,Activision,E10+,985,75,395,4,69.66783831282953,56.6875
4196,Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009.0,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.47,75.0,37.0,7.3,21.0,Square Enix,E10+,234,48,44,11,74.30434782608695,75.05
4197,Rise of Nightmares,X360,2011.0,Action,Sega,0.28,0.13,0.01,0.04,0.47,54.0,56.0,7.8,44.0,Sega,M,638,38,173,25,69.74608150470219,69.86111111111111
4198,EA Sports UFC,XOne,2014.0,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.47,70.0,23.0,6.3,152.0,EA Sports,T,1356,172,17,7,74.50535540408958,80.37908496732027
4199,Kong: The 8th Wonder of the World,GBA,2005.0,Action,Ubisoft,0.33,0.12,0.0,0.01,0.47,59.0,8.0,tbd,,Ubisoft,E10+,933,204,11,5,68.51433691756273,66.06666666666666
4200,Spider-Man 3,DS,2007.0,Platform,Activision,0.41,0.02,0.0,0.04,0.47,79.0,21.0,6.5,17.0,Vicarious Visions,E10+,985,76,65,4,69.66783831282953,73.22388059701493
4201,Dead or Alive 4,X360,2005.0,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47,85.0,76.0,8.2,223.0,Team Ninja,M,348,18,214,33,65.56551724137931,76.16666666666667
4202,Godzilla: Save the Earth,PS2,2004.0,Fighting,Atari,0.23,0.18,0.0,0.06,0.47,62.0,19.0,8.7,21.0,"Pipeworks Software, Inc.",T,367,17,165,21,65.81308411214954,55.84615384615385
4203,Dance Dance Revolution: Mario Mix,GC,2005.0,Misc,Nintendo,0.36,0.09,0.0,0.01,0.47,69.0,28.0,8.4,19.0,Hudson,E,706,15,20,0,75.52580645161291,66.14285714285714
4204,Metal Gear Solid: The Twin Snakes,GC,2004.0,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85.0,54.0,9,142.0,Silicon Knights,M,834,7,441,10,68.34451219512195,58.285714285714285
4205,Tiger Woods PGA Tour 07,Wii,,Sports,Electronic Arts,0.43,0.0,0.0,0.04,0.47,71.0,41.0,6.9,44.0,EA Redwood Shores,E,1356,22,94,7,74.50535540408958,76.63636363636364
4206,Art Academy: Lessons for Everyone,3DS,2012.0,Action,Nintendo,0.2,0.04,0.21,0.02,0.46,81.0,14.0,7.6,22.0,"Nintendo, Headstrong Games",E,706,1,607,0,75.52580645161291,81.0
4207,Mat Hoffman's Pro BMX 2,PS2,2002.0,Sports,Activision,0.23,0.18,0.0,0.06,0.46,76.0,22.0,9.1,7.0,Rainbow Studios,T,985,36,160,4,69.66783831282953,69.8529411764706
4209,One Piece: Pirate Warriors 3,PS4,2015.0,Action,Namco Bandai Games,0.09,0.22,0.1,0.06,0.46,74.0,34.0,7.4,118.0,Omega Force,T,939,80,180,22,66.44802867383513,64.05797101449275
4210,Iridion 3D,GBA,2001.0,Shooter,THQ,0.33,0.12,0.0,0.01,0.46,53.0,15.0,tbd,,Shin'en,E,715,10,608,26,66.74567901234568,67.6
4211,2010 FIFA World Cup South Africa,PSP,2010.0,Sports,Electronic Arts,0.09,0.22,0.03,0.12,0.46,69.0,11.0,7.4,9.0,Electronic Arts,E,1356,104,21,7,74.50535540408958,73.41891891891892
4212,Classic NES Series: Pac-Man,GBA,2004.0,Puzzle,Nintendo,0.25,0.09,0.12,0.01,0.46,53.0,13.0,tbd,,Nintendo,E,706,72,0,0,75.52580645161291,79.52777777777777
4213,Two Worlds II,PS3,2011.0,Role-Playing,Unknown,0.26,0.1,0.06,0.05,0.46,70.0,28.0,7,65.0,Reality Pump,M,201,4,474,49,64.82417582417582,65.75
4214,Football Manager 2015,PC,2014.0,Simulation,Sega,0.0,0.44,0.0,0.03,0.46,80.0,36.0,6,151.0,Sports Interactive,,638,14,254,25,69.74608150470219,82.92857142857143
4218,SimCity Creator,Wii,2008.0,Simulation,Electronic Arts,0.36,0.02,0.04,0.04,0.46,67.0,17.0,6.8,13.0,Electronic Arts,E,1356,104,21,7,74.50535540408958,73.41891891891892
4219,Dragon Ball Z: Collectible Card Game,GBA,2002.0,Misc,Infogrames,0.33,0.12,0.0,0.01,0.46,62.0,4.0,5.5,4.0,ImaginEngine,E,62,7,609,35,65.20833333333333,62.0
4221,Harry Potter and the Order of the Phoenix,Wii,2007.0,Action,Electronic Arts,0.38,0.05,0.0,0.04,0.46,69.0,34.0,7.2,28.0,EA Games,E10+,1356,26,104,7,74.50535540408958,67.23076923076923
4222,The Sims 3: Ambitions,PC,2010.0,Simulation,Electronic Arts,0.0,0.29,0.0,0.17,0.46,74.0,25.0,7.3,51.0,EA Redwood Shores,T,1356,22,94,7,74.50535540408958,76.63636363636364
4223,Razor Freestyle Scooter,PS,1999.0,Sports,Ubisoft,0.26,0.17,0.0,0.03,0.46,65.0,11.0,tbd,,Shaba Games,E,933,11,236,5,68.51433691756273,74.81818181818181
4224,Disney's Kim Possible 3: Team Possible,GBA,2005.0,Platform,Disney Interactive Studios,0.33,0.12,0.0,0.01,0.46,76.0,6.0,7.7,6.0,Artificial Mind and Movement,E,218,61,426,27,64.46601941747574,57.31481481481482
4225,Rygar: The Legendary Adventure,PS2,2002.0,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46,83.0,30.0,8.4,14.0,Tecmo,T,5,20,354,104,67.33333333333333,69.75
4226,Syphon Filter: Logan's Shadow,PSP,2007.0,Shooter,Sony Computer Entertainment,0.25,0.12,0.0,0.09,0.46,85.0,41.0,8.8,47.0,Sony Bend,T,687,7,408,3,74.0028653295129,76.83333333333333
4228,Kessen II,PS2,2001.0,Strategy,THQ,0.13,0.1,0.2,0.03,0.46,71.0,15.0,8.3,22.0,Koei,T,715,30,367,26,66.74567901234568,68.0
4230,Stuart Little 2,GBA,2002.0,Platform,Activision,0.33,0.12,0.0,0.01,0.46,59.0,10.0,tbd,,Creations,E,985,2,610,4,69.66783831282953,48.5
4231,Tak 2: The Staff of Dreams,GBA,2004.0,Platform,THQ,0.33,0.12,0.0,0.01,0.46,45.0,5.0,tbd,,Avalanche Software,E,715,29,261,26,66.74567901234568,65.45833333333333
4232,SingStar Amped,PS2,2007.0,Misc,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.46,76.0,20.0,tbd,,SCEE London Studio,T,687,23,212,3,74.0028653295129,68.95238095238095
4233,Brothers In Arms: Earned in Blood,PS2,2005.0,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46,71.0,20.0,7.9,23.0,Gearbox Software,M,933,29,97,5,68.51433691756273,74.44444444444444
4235,Dragon Ball Z: Sagas,PS2,2005.0,Fighting,Atari,0.38,0.01,0.0,0.06,0.46,49.0,13.0,5.4,29.0,Avalanche Software,T,367,29,261,21,65.81308411214954,65.45833333333333
4236,Scooby-Doo,GBA,2001.0,Platform,THQ,0.33,0.12,0.0,0.01,0.46,64.0,5.0,tbd,,Helixe,E,715,10,185,26,66.74567901234568,56.57142857142857
4237,MX vs. ATV: Alive,PS3,2011.0,Racing,THQ,0.24,0.15,0.0,0.07,0.46,61.0,41.0,6.7,11.0,THQ Digital Studio Phoenix,E,715,2,552,26,66.74567901234568,62.0
4242,NBA Live 07,X360,2006.0,Sports,Electronic Arts,0.42,0.0,0.0,0.04,0.46,59.0,32.0,4.9,60.0,EA Sports,E,1356,172,17,7,74.50535540408958,80.37908496732027
